32,32,0,0.623652,0.251351,0.67566,-0.302265,6.69564,32.2278,-233.97,6.69564,32.2278,-233.97,0.0359422
40,40,0,0.623487,0.250891,0.674761,-0.304984,6.96006,31.8952,-234.297,6.96006,31.8952,-234.297,0.0374089
48,48,0,0.623685,0.255947,0.673176,-0.303879,7.4653,32.6804,-234.229,7.4653,32.6804,-234.229,0.0308007
56,56,0,0.622998,0.256633,0.672676,-0.305811,7.45003,32.5419,-234.654,7.45003,32.5419,-234.654,0.0403674
64,64,0,0.6204,0.254086,0.67416,-0.309924,6.96254,32.2803,-234.657,6.96254,32.2803,-234.657,0.023799
72,72,0,0.620701,0.256817,0.672974,-0.309646,7.30919,32.5597,-234.515,7.30919,32.5597,-234.515,0.0424822
80,80,0,0.619706,0.259914,0.672297,-0.310525,7.57476,33.1366,-234.144,7.57476,33.1366,-234.144,0.0339694
88,88,0,0.619196,0.257796,0.67144,-0.315129,7.84009,32.392,-234.375,7.84009,32.392,-234.375,0.025227
96,96,0,0.617294,0.268204,0.669713,-0.313847,7.78896,33.6076,-234.78,7.78896,33.6076,-234.78,0.0964657
104,104,0,0.615429,0.267036,0.669274,-0.319394,8.19411,33.5085,-234.849,8.19411,33.5085,-234.849,0.0418353
112,112,0,0.614519,0.271985,0.667863,-0.319921,8.49009,34.3163,-234.845,8.49009,34.3163,-234.845,0.0806337
120,120,0,0.612193,0.270797,0.668304,-0.324437,8.33336,34.0575,-234.722,8.33336,34.0575,-234.722,0.0216303
128,128,0,0.61107,0.274041,0.667446,-0.325592,8.58279,34.505,-234.519,8.58279,34.505,-234.519,0.0265771
136,136,0,0.610393,0.274259,0.666241,-0.32913,8.86673,34.1111,-234.401,8.86673,34.1111,-234.401,0.0367874
144,144,0,0.608277,0.274184,0.666468,-0.33263,8.79906,34.1486,-234.344,8.79906,34.1486,-234.344,0.0358373
152,152,0,0.606012,0.274585,0.667119,-0.335119,8.70825,34.6279,-234.306,8.70825,34.6279,-234.306,0.0426665
160,160,0,0.606084,0.280178,0.664856,-0.334857,9.1711,34.9702,-234.174,9.1711,34.9702,-234.174,0.0374418
168,168,0,0.605779,0.282446,0.663421,-0.336347,9.56334,35.0217,-233.839,9.56334,35.0217,-233.839,0.0655363
176,176,0,0.602704,0.284877,0.663662,-0.339329,9.3334,35.6514,-234.019,9.3334,35.6514,-234.019,0.0466892
184,184,0,0.601119,0.283373,0.663057,-0.344545,9.40253,35.0769,-234.477,9.40253,35.0769,-234.477,0.0438842
192,192,0,0.601061,0.289566,0.660477,-0.344453,10.3629,35.9068,-234.81,10.3629,35.9068,-234.81,0.0596713
200,200,0,0.599967,0.291089,0.659009,-0.347871,10.4956,35.5931,-234.639,10.4956,35.5931,-234.639,0.0458614
208,208,0,0.598189,0.292397,0.659006,-0.349836,10.4671,35.9084,-234.701,10.4671,35.9084,-234.701,0.0284178
216,216,0,0.596643,0.297059,0.658076,-0.3503,10.8123,36.772,-234.507,10.8123,36.772,-234.507,0.0447571
224,224,0,0.594919,0.297945,0.658417,-0.351834,10.74,37.0225,-233.946,10.74,37.0225,-233.946,0.038397
232,232,0,0.59441,0.298535,0.657461,-0.353976,10.9301,36.8119,-234.354,10.9301,36.8119,-234.354,0.0261657
240,240,0,0.591574,0.299013,0.658367,-0.356628,10.5448,37.2857,-234.203,10.5448,37.2857,-234.203,0.0738275
248,248,0,0.591572,0.301999,0.65613,-0.358235,11.0572,37.1513,-234.357,11.0572,37.1513,-234.357,0.0359802
256,256,0,0.591758,0.306539,0.653964,-0.358034,11.585,37.555,-234.564,11.585,37.555,-234.564,0.0453345
264,264,0,0.5885,0.307901,0.655021,-0.360294,11.6436,38.3894,-233.879,11.6436,38.3894,-233.879,0.0589441
272,272,0,0.586589,0.307465,0.654983,-0.363834,11.5173,38.1374,-233.994,11.5173,38.1374,-233.994,0.0625097
280,280,0,0.58499,0.310092,0.653739,-0.366409,11.736,38.4812,-234.136,11.736,38.4812,-234.136,0.0616491
288,288,0,0.584296,0.313542,0.652259,-0.367217,11.9446,38.7329,-233.994,11.9446,38.7329,-233.994,0.0346829
296,296,0,0.583162,0.315586,0.651081,-0.369353,12.377,38.8457,-233.816,12.377,38.8457,-233.816,0.0440275
304,304,0,0.582712,0.316189,0.649854,-0.3717,12.5895,38.5151,-233.812,12.5895,38.5151,-233.812,0.0450024
312,312,0,0.582141,0.316318,0.648817,-0.374288,12.5312,38.3495,-234.318,12.5312,38.3495,-234.318,0.0832266
320,320,0,0.579906,0.317298,0.649401,-0.375911,12.4604,38.614,-234.494,12.4604,38.614,-234.494,0.0562888
328,328,0,0.578154,0.319627,0.649007,-0.377314,12.6452,38.9569,-234.281,12.6452,38.9569,-234.281,0.047373
336,336,0,0.5759,0.319183,0.649168,-0.380845,12.6435,39.0427,-234.149,12.6435,39.0427,-234.149,0.0746662
344,344,0,0.576075,0.323149,0.646289,-0.38213,13.4603,39.1056,-233.971,13.4603,39.1056,-233.971,0.0624848
352,352,0,0.572689,0.325417,0.646161,-0.385495,13.2203,39.3901,-234.807,13.2203,39.3901,-234.807,0.0634052
360,360,0,0.571906,0.327295,0.644695,-0.387517,13.4103,39.4018,-234.262,13.4103,39.4018,-234.262,0.0578532
368,368,0,0.570625,0.329273,0.644614,-0.387865,13.4948,39.948,-233.807,13.4948,39.948,-233.807,0.0500519
376,376,0,0.569964,0.330544,0.644239,-0.388379,13.4029,40.0437,-234.17,13.4029,40.0437,-234.17,0.0406277
384,384,0,0.567235,0.330473,0.645048,-0.391083,13.2782,40.2555,-234.284,13.2782,40.2555,-234.284,0.0276112
392,392,0,0.567698,0.334615,0.641855,-0.392141,13.9488,40.2709,-233.975,13.9488,40.2709,-233.975,0.0476864
400,400,0,0.56568,0.334783,0.641287,-0.395825,14.2502,40.3241,-234.449,14.2502,40.3241,-234.449,0.044907
408,408,0,0.562741,0.337316,0.64077,-0.398691,14.4548,40.7688,-234.241,14.4548,40.7688,-234.241,0.0666046
416,416,0,0.560673,0.340203,0.640614,-0.399402,14.2665,41.2381,-232.913,14.2665,41.2381,-232.913,0.0466155
424,424,0,0.560649,0.343091,0.639064,-0.399447,14.8223,41.5931,-233.554,14.8223,41.5931,-233.554,0.0482644
432,432,0,0.559768,0.344513,0.637387,-0.40213,15.336,41.3635,-233.759,15.336,41.3635,-233.759,0.0485816
440,440,0,0.55827,0.348025,0.63604,-0.403319,15.2458,41.7003,-234.133,15.2458,41.7003,-234.133,0.0998181
448,448,0,0.555976,0.347815,0.636496,-0.405943,15.2608,41.8111,-233.959,15.2608,41.8111,-233.959,0.0856761
